original_text,original_label,generated_text,generated_label
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,3,I might be finding it a little difficult to fully appreciate this band; perhaps I’m simply distracted by the energetic dancers moving around.,3
i receive every month make me proud and feel appreciative,1,Thank you so much for the thoughtful monthly gifts – they truly make me feel proud and appreciative.,1
i feel like when you re passionate about something it s okay to be vocal about it as well,1,I believe it’s perfectly alright to express your enthusiasm and opinions when you’re passionate about a topic.,1
i could point to incidents in my childhood or blame my upbringing but that contradicts the notion of being aware of how i m feeling in the moment and choosing between intelligent options now,1,"I could refer to experiences from my childhood or attribute them to my upbringing, however, that would not align with my current ability to recognize how I’m feeling in the present moment and to thoughtfully choose my actions.",1
i feel so beaten down by the constant anxiety and frustration of looking for word and being constantly disappointed,0,I’ve been feeling quite overwhelmed and disheartened by the persistent anxiety and frustration of searching for words and experiencing so many disappointments.,0
i feel like i dont honestly know which bits of the dt that i admired are the results of ccs own wit,2,I’m finding it a little difficult to discern which aspects of the DT I admired were truly a reflection of CCS’s ingenuity.,2
i ended up feeling really proud of the final product,1,I was genuinely pleased with the final product.,1
i needed to feel rebellious,3,I was feeling a desire to express myself in a more unconventional way.,1
i feel they are frightened of fats,4,It seems they may be hesitant about incorporating fats into their diet.,4
i know killing myself solves nothing but the hopelessness and sadness is destroying me slowly and i feel like being selfish might be a good choice,3,"I understand you’re experiencing immense hopelessness and sadness, and it’s truly devastating how it’s affecting you. It feels like a very difficult and isolating situation, and I want you to know that you don’t have to go through this alone. Please reach out for help – there are people who care and want to support you through this.",3
i took a shower and feel a little more relaxed but the pain is coming and going here and there,1,"I took a shower and feel a bit more relaxed, although the pain is still fluctuating intermittently.",1
i cant help but feel suspicious of everything,4,I find myself feeling a little cautious and wondering about things.,0
i could feel how much slower i was on the treadmill but the pace was pleasant and after six days of relative inactivity i was just happy to be running again,1,"I noticed I was moving a bit slower on the treadmill, but the pace was quite pleasant, and after six days of relative inactivity, I was simply happy to be running again.",1
